name,location,date,time,description,link,embedded
English as a Second Language Tutor,"2646 Wabash Ave, Lakeview, Chicago, IL",3/15/2024,10:00 AM,"Volunteer as an English as a Second Language Tutor with Project CARE. Help individuals improve their English skills in a supportive environment. Location: Cicero, IL.",https://www.volunteermatch.org/search/opp1958028.jsp,"[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]"
Sales and Merchandising Support at MBIC Clubhouse,"4496 Michigan Ave, Wicker Park, Chicago, IL",3/16/2024,2:00 PM,Assist with sales and merchandising activities at the Midwest Brain Injury Clubhouse. Support individuals with brain injuries in a retail setting.,https://www.volunteermatch.org/search/opp3795147.jsp,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
Mental Health Advocates: Call for NAMI Metro Suburban Finance Committee Volunteers!,"7664 Pulaski Rd, West Loop, Chicago, IL",3/17/2024,11:00 AM,"Join the NAMI Metro Suburban Finance Committee to advocate for mental health initiatives. Location: Oak Park, IL.",https://www.volunteermatch.org/search/opp3891274.jsp,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1]"
Administrative Assistant Needed ASAP!,"8707 State St, Wicker Park, Chicago, IL",3/19/2024,1:00 PM,Provide administrative support to The Rise Foundation. Assist with various office tasks and help the organization run smoothly.,https://www.volunteermatch.org/search/opp3642687.jsp,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
Prismatic Associate Board Member,"993 Michigan Ave, Wicker Park, Chicago, IL",3/20/2024,3:00 PM,Join the Prismatic Movement as an Associate Board Member. Contribute to the organization's mission and initiatives.,https://www.volunteermatch.org/search/opp3359433.jsp,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Music Detective Needed for Hospice Patients!,"3290 Halsted St, Lincoln Park, Chicago, IL",3/21/2024,10:00 AM,Volunteer with Unity Hospice & Palliative Care to create personalized music playlists for hospice patients.,https://createthegood.aarp.org/opportunity-details.163392,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
Visitor Services Volunteer at the Field Museum,"2933 Ashland Ave, Lakeview, Chicago, IL",3/22/2024,9:00 AM,Assist visitors at the Field Museum by providing information and supporting educational programs.,https://www.volunteermatch.org/search/opp3019186.jsp,"[1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
Toner and Paper,"491 Halsted St, Wicker Park, Chicago, IL",3/23/2024,11:00 AM,Donate or help distribute toner and paper to schools in need through DonorsChoose.org.,https://www.donorschoose.org/project/toner-and-paper/9078250,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Website and Tech Support Volunteer,"4757 Wabash Ave, Lakeview, Chicago, IL",3/24/2024,2:00 PM,Assist RAINBOWS FOR ALL CHILDREN INC with website maintenance and technical support.,https://www.volunteermatch.org/search/opp3709435.jsp,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]"
Event Volunteer Help!,"8726 Wabash Ave, Rogers Park, Chicago, IL",3/20/2024,10:00 AM,"Volunteer to assist with event setup, registration, and other tasks to support community activities.",https://www.volunteermatch.org/search/opp3887832.jsp,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
Board of Directors- Social Media and Marketing,"1823 State St, Rogers Park, Chicago, IL",3/21/2024,2:00 PM,Join the Board of Directors to contribute to social media and marketing efforts for community impact.,https://www.volunteermatch.org/search/opp3887826.jsp,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
Back to School Drive Volunteer,"6166 Ashland Ave, Lakeview, Chicago, IL",3/22/2024,11:00 AM,Help organize and distribute school supplies to underprivileged children for the upcoming school year.,https://www.volunteermatch.org/search/opp3887765.jsp,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
Play a musical instrument for memory support residents!,"205 Clark St, Lincoln Park, Chicago, IL",3/23/2024,3:00 PM,Engage memory support residents through musical performances and interaction.,https://www.volunteermatch.org/search/opp3887119.jsp,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
Lead craft activities with memory support residents!,"7408 Halsted St, Wicker Park, Chicago, IL",3/24/2024,4:00 PM,Conduct craft sessions to stimulate creativity and engagement among memory support residents.,https://www.volunteermatch.org/search/opp3835739.jsp,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
Become a host family for an international exchange student!,"9482 Halsted St, Wicker Park, Chicago, IL",3/25/2024,5:00 PM,Host an international exchange student and provide a welcoming environment for cultural exchange.,https://www.volunteermatch.org/search/opp3688802.jsp,"[1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
Digital Marketing Specialist: Help achieve universal literacy,"5007 State St, Wicker Park, Chicago, IL",3/26/2024,6:00 PM,Assist in digital marketing efforts to promote literacy programs and reach wider audiences.,https://www.volunteermatch.org/search/opp3886540.jsp,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Mentor,"5847 Michigan Ave, Wicker Park, Chicago, IL",3/27/2024,7:00 PM,"Mentor individuals in need, providing guidance and support for personal development.",https://www.volunteermatch.org/search/opp3886305.jsp,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
Family Mentors for Newcomers,"1507 Pulaski Rd, Rogers Park, Chicago, IL",3/28/2024,8:00 PM,Assist newcomer families with integration into the community by providing guidance and support.,https://www.volunteermatch.org/search/opp3323705.jsp,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
Join our Event Planning Committee for the 2025 Walk to End Alzheimer's - Chicago,"2267 Clark St, Pilsen, Chicago, IL",3/29/2024,9:00 PM,"Participate in planning the 2025 Walk to End Alzheimer's event, contributing to a great cause.",https://www.volunteermatch.org/search/opp3885641.jsp,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
Mental Filmness Social Media Assistant,"1429 Ashland Ave, Rogers Park, Chicago, IL",1/8/2025,12:00 PM,Assist in managing social media platforms to promote mental health awareness and engage with the community.,https://www.idealist.org/en/volunteer-opportunity/2d236e86fb9841ee8b5f5b5507346ffe-mental-filmness-social-media-assistant-mental-filmness-chicago,"[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1]"
Mental Filmness Jury Member,"6954 Michigan Ave, Pilsen, Chicago, IL",1/8/2025,12:00 PM,Participate as a jury member to evaluate and select mental health-related content for the film festival.,https://www.idealist.org/en/volunteer-opportunity/84126672ca624141b67a0b4e34f81490-mental-filmness-jury-member-mental-filmness-chicago,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]"
Computer Science Mentor in CHICAGO,"860 Western Ave, Wicker Park, Chicago, IL",1/1/2025,12:00 PM,Mentor students or recent graduates with STEM backgrounds in computer science.,https://www.idealist.org/en/volunteer-opportunity/ada332b614234a698bd2f68b6bccc0dc-computer-science-mentor-in-chicago-students-or-recent-graduates-with-stem-backgrounds-technolochicas-chicago,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
Youth Sports & STEM Board Member,"9392 State St, Bronzeville, Chicago, IL",12/31/2024,12:00 PM,Join the Youth Sports Science Institute as a board member to help shape the future of youth sports and STEM education.,https://www.idealist.org/en/volunteer-opportunity/8771b79d6d884873bfef12e8790d8aa8-youth-sports-stem-board-member-youth-sports-science-institute-chicago,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]"
Volunteer Case Worker,"7348 Wabash Ave, Rogers Park, Chicago, IL",12/31/2024,12:00 PM,Assist Rohingya refugees with case management and community integration.,https://www.volunteermatch.org/search/opp3882062.jsp,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
After School Tutor,"5781 Clark St, Wicker Park, Chicago, IL",12/31/2024,12:00 PM,Tutor Rohingya children in after-school programs to help with their education.,https://www.volunteermatch.org/search/opp3882044.jsp,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]"
Give Hospice Patients the Gift of Friendship,"6799 State St, Uptown, Chicago, IL",12/31/2024,12:00 PM,Provide companionship to hospice patients in need of social interaction.,https://www.volunteermatch.org/search/opp3882040.jsp,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
Open Art Studio Volunteer,"2369 Western Ave, Pilsen, Chicago, IL",12/31/2024,12:00 PM,Assist with art studio activities for community members.,https://www.volunteermatch.org/search/opp3704077.jsp,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
Church Service Volunteers,"5198 Wabash Ave, Rogers Park, Chicago, IL",12/31/2024,12:00 PM,Help with church services and community activities.,https://www.volunteermatch.org/search/opp3660892.jsp,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
Adult ESL Tutor,"7616 Michigan Ave, Rogers Park, Chicago, IL",12/31/2024,12:00 PM,Teach English to adult learners in the Rohingya community.,https://www.volunteermatch.org/search/opp3881866.jsp,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
VOLUNTEERS NEEDED,"7101 Wabash Ave, Lakeview, Chicago, IL",12/31/2024,12:00 PM,Assist with various tasks at Gentiva Hospice.,https://www.volunteermatch.org/search/opp3881822.jsp,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
Internships,"5166 Ashland Ave, Wicker Park, Chicago, IL",12/31/2024,12:00 PM,Gain experience through various internship opportunities at World Relief Chicago.,https://www.volunteermatch.org/search/opp3528141.jsp,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Friendship Partner,"8930 Halsted St, Pilsen, Chicago, IL",12/31/2024,12:00 PM,Be a friend and mentor to refugees in need of support.,https://www.volunteermatch.org/search/opp3528136.jsp,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
Transportation Assistant,"6736 State St, Wicker Park, Chicago, IL",12/31/2024,12:00 PM,Assist with transportation needs for refugees.,https://www.volunteermatch.org/search/opp3528131.jsp,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Office Assistant,"6163 State St, Wicker Park, Chicago, IL",12/31/2024,12:00 PM,Provide administrative support at World Relief Chicago.,https://www.volunteermatch.org/search/opp3528130.jsp,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
Health Advocate,"2917 Halsted St, West Loop, Chicago, IL",12/31/2024,12:00 PM,Advocate for health services for refugees.,https://www.volunteermatch.org/search/opp3528128.jsp,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
Youth Tutor,"1538 Halsted St, Bronzeville, Chicago, IL",12/31/2024,12:00 PM,Tutor refugee youth in various subjects.,https://www.volunteermatch.org/search/opp3528117.jsp,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
English Language Tutor,"3677 Clark St, Wicker Park, Chicago, IL",12/31/2024,12:00 PM,Teach English to refugees and immigrants.,https://www.volunteermatch.org/search/opp3528108.jsp,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
In-Kind Donations Intern,"3080 Michigan Ave, Wicker Park, Chicago, IL",12/31/2024,12:00 PM,Assist with managing in-kind donations at World Relief Chicago.,https://www.volunteermatch.org/search/opp1918456.jsp,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]"
Early Childhood Education Internship,"2256 Michigan Ave, Wicker Park, Chicago, IL",12/31/2024,12:00 PM,Gain experience in early childhood education with refugees.,https://www.volunteermatch.org/search/opp1751480.jsp,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]"
Support a refugee as part of a Good Neighbor Team,"8390 Halsted St, Pilsen, Chicago, IL",12/31/2024,12:00 PM,Join a team to support refugees in their integration journey.,https://www.volunteermatch.org/search/opp1484565.jsp,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
Creating a New Resource Center - PRESENTATION,"5890 Ashland Ave, Pilsen, Chicago, IL",1/5/2025,3:00 PM,Join Chicago URBAN ART RETREAT Center to help create a new resource center. This presentation will outline the plans and goals for the new center.,https://www.idealist.org/en/volunteer-opportunity/2454c156485a4f5bae18c81b1fcf9343-creating-a-new-resource-center-presentation-chicago-urban-art-retreat-center-chicago,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
Welcome a refugee with a Good Neighbor Kit,"3621 Ashland Ave, Wicker Park, Chicago, IL",2/15/2024,10:00 AM,Assist refugees by assembling and distributing Good Neighbor Kits filled with essential items.,https://www.volunteermatch.org/search/opp1484561.jsp,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
In-Home ESL Tutor for Adults,"5559 Clark St, Wicker Park, Chicago, IL",3/1/2024,2:00 PM,Provide English language instruction to adult refugees in their homes.,https://www.volunteermatch.org/search/opp757826.jsp,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
In-Home Tutor for Refugee Youth,"4807 Clark St, Bronzeville, Chicago, IL",3/5/2024,4:00 PM,Tutor refugee children in their homes to help with their academic development.,https://www.volunteermatch.org/search/opp718113.jsp,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
Nonprofit Seeking Fundraising Sponsorship Consultant,"8880 Wabash Ave, Wicker Park, Chicago, IL",2/20/2024,11:00 AM,Assist a nonprofit in securing sponsors for their fundraising initiatives.,https://www.volunteermatch.org/search/opp3880662.jsp,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Small Business Subject Matter Experts,"580 Halsted St, Wicker Park, Chicago, IL",2/25/2024,1:00 PM,Share expertise with local entrepreneurs to help them grow their businesses.,https://www.volunteermatch.org/search/opp3341223.jsp,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
Chapter Support Volunteer,"4736 Ashland Ave, Lakeview, Chicago, IL",3/10/2024,9:00 AM,Support local nonprofit chapters in various administrative tasks.,https://www.volunteermatch.org/search/opp3202478.jsp,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
Workshop Presenter,"1288 Pulaski Rd, Wicker Park, Chicago, IL",3/15/2024,10:00 AM,Conduct workshops to teach small business owners critical skills.,https://www.volunteermatch.org/search/opp3202470.jsp,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Business Mentor,"2400 Clark St, Wicker Park, Chicago, IL",3/20/2024,3:00 PM,Mentor small business owners to help them achieve their goals.,https://www.volunteermatch.org/search/opp3175210.jsp,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Seeking Friendly Visitors,"4112 Halsted St, Wicker Park, Chicago, IL",2/12/2024,11:00 AM,Visit and engage with seniors to provide companionship and support.,https://www.idealist.org/en/volunteer-opportunity/32782118a30c42ad8d2386fc5d37f068-seeking-friendly-visitors-cje-seniorlife-chicago,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
Ignite Creativity and Share Your Passion,"5243 Pulaski Rd, Wicker Park, Chicago, IL",3/8/2024,2:00 PM,Engage with older adults in creative activities to inspire creativity.,https://www.idealist.org/en/volunteer-opportunity/b6a01f94ee194d198e8c481789769447-ignite-creativity-and-share-your-passion-volunteer-with-our-inspired-older-adults-cje-seniorlife-chicago,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Judges Needed At Chicago Robotics Championship,"7578 Wabash Ave, Lakeview, Chicago, IL",12/19/2024,8:00 AM,Volunteer judges needed for the Chicago Robotics Championship. Assist in evaluating student projects and providing feedback.,https://www.idealist.org/en/volunteer-opportunity/4470e1590f5a4588b407b7f7dd9969cb-judges-needed-at-chicago-robotics-championship-first-illinois-robotics-chicago,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
2025 Partners in Purpose: A Scientific Social,"2795 Michigan Ave, Pilsen, Chicago, IL",12/19/2024,8:00 AM,Join the Lymphoma Research Foundation for a scientific social event. Volunteers needed to assist with event setup and coordination.,https://www.volunteermatch.org/search/opp3877490.jsp,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
2025 Chicago Lymphoma Walk,"9139 Halsted St, Lakeview, Chicago, IL",12/19/2024,8:00 AM,"Volunteer opportunities available for the Chicago Lymphoma Walk. Help with event setup, registration, and more.",https://www.volunteermatch.org/search/opp3877488.jsp,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Help Families Preserve Precious Memories, Hospice Photographer's Needed!","9814 Ashland Ave, Lakeview, Chicago, IL",12/19/2024,8:00 AM,Volunteer photographers needed to help families preserve memories for hospice patients. Photography experience required.,https://createthegood.aarp.org/opportunity-details.163039,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
Looking for help at Chicago Bears/Fire games,"8134 State St, Rogers Park, Chicago, IL",12/19/2024,8:00 AM,Volunteers needed to assist at Chicago Bears and Fire games. Duties include event support and community outreach.,https://www.volunteermatch.org/search/opp3815423.jsp,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
Help residents select their meals!,"9408 Halsted St, Pilsen, Chicago, IL",12/19/2024,8:00 AM,Volunteers needed to assist residents with meal selection. Part of the norVOLution initiative.,https://www.volunteermatch.org/search/opp3813518.jsp,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0]"
Social Media Content Creator Volunteer Opportunities,"1045 State St, Lakeview, Chicago, IL",12/19/2024,8:00 AM,Volunteer social media content creators needed to help manage online presence and create engaging content.,https://www.idealist.org/en/volunteer-opportunity/c8a90cccbfaf4017905df25faef2c184-social-media-content-creator-volunteer-opportunities-invisible-illness-awareness-network-chicago,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
No Veteran Left Behind - Veteran to Veteran Support Needed,"4576 Michigan Ave, Lakeview, Chicago, IL",12/19/2024,8:00 AM,Volunteer veterans needed to provide support and companionship to fellow veterans in hospice care.,https://createthegood.aarp.org/opportunity-details.163034,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
Is Your Pup a Canine Good Citizen or a Therapy Dog? Paws for Patients is For You!,"5435 Western Ave, Lakeview, Chicago, IL",12/19/2024,8:00 AM,Volunteer opportunity for dog owners to bring their pets to visit hospice patients. Therapy dog certification required.,https://createthegood.aarp.org/opportunity-details.163033,"[0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1]"
Hustle Chicago® Stair Climb Event Volunteers,"6787 Western Ave, Pilsen, Chicago, IL",2/23/2025,7:00 AM,"Volunteer for the Hustle Chicago® Stair Climb Event, supporting respiratory health initiatives. Assist with event setup, participant registration, and overall coordination to ensure a successful experience for all attendees.",https://www.idealist.org/en/volunteer-opportunity/ceb061862fa1491ca0e31a4b1237c407-hustle-chicago-stair-climb-event-volunteers-respiratory-health-association-chicago,"[0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
Volunteers needed for 2025 Lollapalooza Music Festival in Chicago,"395 Pulaski Rd, Lincoln Park, Chicago, IL",7/31/2025,1:00 PM - 10:00 PM,Volunteer opportunities available for the 2025 Lollapalooza Music Festival in Chicago. Help make this iconic event a success by contributing your time and energy.,https://www.idealist.org/en/volunteer-opportunity/f10d8e8a2e944dff9da1a37eb74ac7c5-volunteers-needed-for-2025-lollapalooza-music-festival-in-chicago-live-life-with-purpose-international-inc-chicago,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
Diaper Distribution Volunteer Session (16+),"1659 Michigan Ave, Rogers Park, Chicago, IL",5/2/2025,12:00 PM - 1:30 PM,Assist with diaper distribution to families in need. This is a great opportunity to give back to the community and support families.,https://www.idealist.org/en/volunteer-opportunity/02f49174e7c04197b5a696bb39883c50-tutor-a-refugee-student-refugeeone-chicago,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]"
English (ESL) Tutors,"3639 Michigan Ave, Lakeview, Chicago, IL",5/31/2025,9:00 AM - 3:00 PM,Volunteer as an English tutor to help individuals improve their language skills. This is a rewarding opportunity to make a difference in someone's life.,https://www.idealist.org/en/volunteer-opportunity/02f49174e7c04197b5a696bb39883c50-tutor-a-refugee-student-refugeeone-chicago,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
All Ages Open Volunteer Session,"6442 Michigan Ave, Pilsen, Chicago, IL",4/10/2025,2:00 PM - 4:00 PM,Join this open volunteer session to contribute to various community projects. All ages are welcome to participate and make a positive impact.,https://www.idealist.org/en/volunteer-opportunity/02f49174e7c04197b5a696bb39883c50-tutor-a-refugee-student-refugeeone-chicago,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
Repack Greater Chicago Food Depository,"4698 State St, Logan Square, Chicago, IL",5/8/2025,1:00 PM - 3:45 PM,Help repack food items to support food distribution efforts in the community. This is a hands-on way to fight hunger and support those in need.,https://www.idealist.org/en/volunteer-opportunity/02f49174e7c04197b5a696bb39883c50-tutor-a-refugee-student-refugeeone-chicago,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]"
Help rescue a homeless animal,"2350 Halsted St, Englewood, Chicago, IL",4/25/2024,10:00 AM,"Volunteer with Chicago Pet Rescue to help care for homeless animals. Assist with daily tasks, provide companionship, and support adoption efforts.",https://www.volunteermatch.org/search/opp1154275.jsp,"[0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0]"
Resource Connections - TEENEVANSTON VINEYARD CHURCH: CARE CENTER,"3810 State St, Rogers Park, Chicago, IL",4/26/2024,11:00 AM,Volunteer at the CARE Center to help connect resources for those in need. Assist with organizing donations and supporting community members.,https://www.volunteermatch.org/search/opp3829183.jsp,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]"
Greeter and Light Clerical Tasks- Swedish Covenant Inpatient Hospice,"5028 Clark St, Lakeview, Chicago, IL",4/27/2024,9:00 AM,Volunteer as a greeter and assist with light clerical tasks at the Swedish Covenant Inpatient Hospice. Provide a welcoming presence for patients and families.,https://www.volunteermatch.org/search/opp3424954.jsp,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
Seeking Young Professionals to Join our Associate Board,"513 Michigan Ave, Pilsen, Chicago, IL",4/28/2024,6:00 PM,Join the Associate Board of Esperanza Community Services to contribute to the organization's mission. Participate in meetings and help plan events.,https://www.volunteermatch.org/search/opp3773798.jsp,"[0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0]"
Community Garden Assistant,"2937 Michigan Ave, Rogers Park, Chicago, IL",4/29/2024,8:00 AM,"Assist with maintaining the community garden. Tasks include planting, weeding, and harvesting crops for the community.",https://www.volunteermatch.org/search/opp3511864.jsp,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
IT Helping Hands - Help a technology non-profit better serve its members,"9951 Michigan Ave, Lakeview, Chicago, IL",4/30/2024,2:00 PM,"Volunteer to assist a technology non-profit with IT tasks. Help maintain systems, troubleshoot issues, and improve technology infrastructure.",https://www.idealist.org/en/volunteer-opportunity/f34b7ee958804a50870ed46b4d108bb4-it-helping-hands-help-a-technology-non-profit-better-serve-its-members-academit-chicago,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Are You Great at Photography? Then Join Unity Hospice Volunteer Program,"545 Michigan Ave, Lakeview, Chicago, IL",5/1/2024,10:00 AM,Volunteer your photography skills to capture moments for Unity Hospice. Help create lasting memories for patients and their families.,https://createthegood.aarp.org/opportunity-details.162496,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
Volunteer Guides Needed to Bring Music to Hospitals in Chicago!,"8389 Pulaski Rd, Lincoln Park, Chicago, IL",5/2/2024,3:00 PM,Volunteer with Musicians On Call to bring music to hospital patients. Provide comfort and joy through live performances.,https://www.volunteermatch.org/search/opp3676018.jsp,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
Medical Advocate/Rape Crisis Counselor,"304 Wabash Ave, Lakeview, Chicago, IL",5/3/2024,9:00 AM,Volunteer as a Medical Advocate/Rape Crisis Counselor with Resilience of Chicago. Provide support and resources to survivors of sexual assault.,https://www.idealist.org/en/volunteer-opportunity/935949ee290546caa3da798d4ce5e825-medical-advocaterape-crisis-counselor-resilience-of-chicago-il-chicago,"[0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0]"
Start Chapter of Nonprofit,"5251 State St, Pilsen, Chicago, IL",5/4/2024,11:00 AM,Volunteer to help start a new chapter of HAND TO HUNGER INC. Assist with organizational tasks and community outreach.,https://www.volunteermatch.org/search/opp3856642.jsp,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0]"
Join Our Board of Directors: Be the Change for People with Disabilities!,"4445 Wabash Ave, Rogers Park, Chicago, IL",5/5/2024,6:00 PM,Volunteer to join the Board of Directors at Esperanza Community Services. Help make decisions that impact the lives of people with disabilities.,https://www.volunteermatch.org/search/opp3731227.jsp,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
Life Changing Community Outreach's Community Thanksgiving,"7268 Michigan Ave, Rogers Park, Chicago, IL",11/23/2024,9:00 AM,"Volunteer at the Community Thanksgiving event, helping to serve meals and support the community.",https://www.idealist.org/en/volunteer-opportunity/3658a4a92c5d4686ab0d0968d835341e-life-changing-community-outreachs-community-thanksgiving-life-changing-community-outreach-chicago,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]"
Warehouse Volunteer,"455 State St, Lakeview, Chicago, IL",3/15/2024,10:00 AM,"Assist at the warehouse, organizing donations and preparing items for distribution.",https://www.idealist.org/en/volunteer-opportunity/edf3f04b9f184d459483ada7cbf0f896-warehouse-volunteer-tuesdays-andor-wednesdays-humble-design-chicago-chicago,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
Volunteer Thrift Shop Associate & Cashiers,"8518 Halsted St, Lakeview, Chicago, IL",4/2/2024,11:00 AM,"Help manage the thrift shop, including customer service and cash handling.",https://www.volunteermatch.org/search/opp779273.jsp,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Looking for help at Lollapalooza,"4024 Western Ave, Lakeview, Chicago, IL",8/1/2024,12:00 PM,"Volunteer at the Lollapalooza festival, assisting with various tasks.",https://www.volunteermatch.org/search/opp3813554.jsp,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Be a Comforting Presence for a Hospice Patient,"2843 Wabash Ave, Uptown, Chicago, IL",6/5/2024,3:00 PM,Provide companionship and support to hospice patients in need.,https://createthegood.aarp.org/opportunity-details.162375,"[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
Thrift Shop Volunteer,"8110 Ashland Ave, Lakeview, Chicago, IL",7/12/2024,10:00 AM,"Assist in the daily operations of a thrift shop, including sorting and pricing items.",https://createthegood.aarp.org/opportunity-details.156877,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Spiritual Care Volunteer,"3807 Pulaski Rd, Lakeview, Chicago, IL",9/8/2024,11:00 AM,Provide spiritual support and companionship to those in need.,https://createthegood.aarp.org/opportunity-details.156875,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
Be the Change: Volunteer with Memory Care Patients,"1439 Western Ave, Lakeview, Chicago, IL",10/15/2024,2:00 PM,Engage with memory care patients through activities and companionship.,https://createthegood.aarp.org/opportunity-details.150271,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
Seeking Bilingual Speaking Volunteers,"4749 Michigan Ave, Rogers Park, Chicago, IL",11/10/2024,4:00 PM,"Assist in bilingual support roles, helping diverse community members.",https://createthegood.aarp.org/opportunity-details.150270,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
